code,description,created_at,updated_at,id,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD002,Ernakulam,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD003,Idukki,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD004,Kannur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD005,Kasargod,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD006,Kollam,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD007,Kottayam,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD008,Kozhikode,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD009,Malappuram,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD010,Palakkad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD011,Pathanamthitta,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD012,Thiruvananthapuram,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD013,Thrissur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INKLD014,Wayanad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INLDD001,Lakshadweep,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD001,Ahmed Nagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD002,Akola,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD003,Amravati,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD004,Aurangabad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD005,Beed,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD006,Bhandara,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD007,Buldhana,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD008,Chandrapur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD009,Dhule,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD010,Gadchiroli,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD011,Gondia,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD012,Hingoli,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD013,Jalgaon,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD014,Jalna,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD015,Kolhapur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD016,Latur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD017,Mumbai,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD018,Nagpur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD019,Nanded,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD020,Nandurbar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD021,Nashik,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD022,Osmanabad,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD023,Parbhani,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD024,Pune,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD025,Raigarh(MH),2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD026,Ratnagiri,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD027,Sangli,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD028,Satara,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD029,Sindhudurg,2020-02-02 00:00:00,2020-02-02 00:00:00,
